time;real_x;predict_x;update_x;real_y;predict_y;update_y;real_phi;predict_phi;update_phi
23,62118;-1,98509;-2;-2;0;0;0;0;0;0
23,83081;-1,962547;-1,993525;-1,993525;0;0;0;0;0;0
24,05566;-1,910999;-1,798924;-1,798924;0;0;0;0;0;0
24,2795;-1,690723;-1,723645;-1,723645;0;0;0;0;0;0
24,50285;-1,542053;-1,384947;-1,384947;0;0;0;0;0;0
24,72386;-1,443569;-1,359864;-1,359864;0;0;0;0;0;0
24,94158;-1,43623;-1,357936;-1,418847;0;0;1,962068E-08;0;0;6,297101E-07
25,1417;-1,435675;-1,357769;-1,419085;0;0;2,426804E-08;0;0;1,07782E-06
25,36598;-1,43562;-1,357755;-1,418164;0;0;-1,950532E-08;0;0;7,054558E-07
25,58193;-1,387567;-1,174456;-1,366673;0;0;3,121108E-07;0;0;-1,045609E-06
25,78391;-1,036372;-0,7705106;-1,01661;0;0;2,166408E-07;0;0;-7,804016E-07
26,0065;-0,9049228;-0,7378089;-0,8844683;0;0;3,990894E-07;0;0;-1,426963E-06
26,22389;-0,8952103;-0,7352878;-0,8732706;0;0;5,633153E-07;0;0;-4,184937E-06
26,44659;-0,8944424;-0,7350982;-0,8725575;0;0;1,276564E-07;0;0;-9,361739E-07
26,66223;-0,8943858;-0,7350833;-0,8725299;0;0;-2,538285E-07;0;0;2,316594E-06
26,86328;-0,8141117;-0,5072343;-0,7400062;0,001334008;0;0,02896366;2,703789;7,673037;3,937375
27,0865;-0,418957;-0,2030598;-0,433808;0,06104473;0,04098026;0,05003884;14,74502;7,673037;3,937375
27,31236;-0,3315102;-0,1814312;-0,4120355;0,08405943;0,0438942;0,05153741;14,74502;7,673037;3,937375
27,51378;-0,3255142;-0,1796393;-0,4102317;0,08563749;0,04413562;0,05166156;14,74502;7,673037;3,937375
27,72221;-0,3249513;-0,1794751;-0,7284371;0,08578563;0,04415774;-0,5787728;14,74502;7,673037;5,548692
27,95074;-0,324898;-0,1794622;-0,7661669;0,08579964;0,04415947;-0,591962;14,74502;7,673037;5,647308
28,17334;-0,3248945;-0,1794613;-0,7741189;0,08580057;0,04415959;-0,5910168;14,74502;7,673037;5,659146
28,37665;-0,3248942;-0,1794612;-0,7764759;0,08580064;0,04415961;-0,5898397;14,74502;7,673037;5,660765
28,58177;-0,3248942;-0,1794612;-0,7772917;0,08580064;0,04415961;-0,5892825;14,74502;7,673037;5,660997
28,7849;-0,3440113;-0,282808;-0,8249925;0,08076933;0,03023609;-0,5866908;14,74502;7,673037;5,556784
29,00565;-0,6706486;-0,614595;-1,162403;-0,00519673;-0,0144643;-0,6457496;14,74502;7,673037;5,611424
29,22651;-0,7718098;-0,64091;-0,7741172;-0,03182084;-0,01800962;-0,3824473;14,74502;7,673037;11,08581
29,43048;-0,7980375;-0,7461212;-0,7830514;-0,03872358;-0,03218431;-0,05845517;14,74502;7,673037;14,78225
29,65252;-0,947194;-0,7977492;-0,9344319;-0,07797932;-0,03913996;-0,07579207;14,74502;7,673037;14,80278
29,86508;-0,9624971;-0,8019262;-0,9563557;-0,08200683;-0,0397027;-0,08508033;14,74502;7,673037;14,87617
30,08871;-0,9637541;-0,8022442;-0,9583895;-0,08233766;-0,03974554;-0,085563;14,74502;7,673037;14,88903
30,31097;-0,9638459;-0,8022676;-0,9585783;-0,08236181;-0,03974869;-0,08558074;14,74502;7,673037;14,89121
30,53623;-0,9638527;-0,8022692;-0,9585985;-0,08236361;-0,03974891;-0,0855848;14,74502;7,673037;14,89159
30,74006;-0,7423034;-0,3982655;-0,4635022;-0,01112114;0,01468096;0,3052907;22,33057;21,40117;27,89577
30,96391;-0,534517;-0,3417036;-0,4974293;0,08624958;0,03684867;0,09028444;26,97944;21,40117;27,12314
31,18695;-0,517709;-0,3373662;-0,4860926;0,09480612;0,03854857;0,09737977;26,97944;21,40117;26,91621
31,40094;-0,5164508;-0,3370215;-0,484696;0,09544668;0,03868365;0,09738772;26,97944;21,40117;26,88108
31,61874;-0,5163488;-0,336994;-0,4844897;0,09549858;0,03869445;0,09733672;26,97944;21,40117;26,875
31,82138;-0,5163408;-0,3369915;-0,4844327;0,0955027;0,03869542;0,0973219;26,97944;21,40117;26,87394
32,03358;-0,5085629;-0,2786264;-0,4705198;0,09946217;0,06156983;0,1021679;26,68555;19,29011;26,26808
32,25665;-0,2084209;0,1424558;-0,1662504;0,2206904;0,2089492;0,2341352;15,77045;4,266291;14,98469
32,45692;-0,08646839;0,1800997;-0,08002827;0,2551316;0,2117573;0,2553712;15,77045;4,266291;15,68983
32,66418;-0,07441059;0,1836254;-0,07275438;0,2585369;0,2120204;0,2557248;15,77045;4,266291;15,80842
32,87886;0,0003215037;0,4205183;0,108227;0,2783446;0,2296923;0,338525;13,17799;-3,733477;11,56974
33,08503;0,2947204;0,5625955;0,2920077;0,3261925;0,2204212;0,3158621;6,220093;-3,733477;7,193818
33,30825;0,3400581;0,5738136;0,368013;0,3311338;0,2196892;0,3298001;6,220093;-3,733477;6,325736
33,52844;0,3433771;0,5746544;0,3764058;0,3314956;0,2196343;0,3314637;6,220093;-3,733477;6,17462
33,74091;0,34363;0,5747229;0,3774577;0,3315231;0,2196298;0,3317274;6,220093;-3,733477;6,148328
33,96465;0,3436512;0,5747281;0,3776183;0,3315254;0,2196295;0,3317704;6,220093;-3,733477;6,143747
34,17596;0,3436528;0,5747285;0,3776585;0,3315256;0,2196295;0,3317747;6,220093;-3,733477;6,142938
34,39006;0,3436529;0,5747286;0,3776811;0,3315256;0,2196295;0,3317736;6,220093;-3,733477;6,142776
34,60817;0,3436529;0,5747286;0,3776997;0,3315256;0,2196295;0,3317709;6,220093;-3,733477;6,142733
34,82018;0,3436529;0,5747286;0,3777175;0,3315256;0,2196295;0,3317689;6,220093;-3,733477;6,142706
35,0349;0,3436529;0,5747286;0,3777336;0,3315256;0,2196295;0,3317662;6,220093;-3,733477;6,142685
35,25909;0,3436529;0,5747286;0,3777489;0,3315256;0,2196295;0,3317642;6,220093;-3,733477;6,142663
35,48303;0,3436529;0,5747286;0,3777633;0,3315256;0,2196295;0,3317622;6,220093;-3,733477;6,142646
35,70465;0,3436529;0,5747286;0,3777768;0,3315256;0,2196295;0,3317603;6,220093;-3,733477;6,142629
35,92556;0,3436529;0,5747286;0,3777892;0,3315256;0,2196295;0,3317585;6,220093;-3,733477;6,142611
36,14978;0,3436529;0,5747286;0,3778018;0,3315256;0,2196295;0,3317561;6,220093;-3,733477;6,142599
36,36983;0,3436529;0,5747286;0,3778128;0,3315256;0,2196295;0,3317539;6,220093;-3,733477;6,142586
36,58581;0,3436529;0,5747286;0,3778241;0,3315256;0,2196295;0,3317525;6,220093;-3,733477;6,142572
36,80326;0,3436529;0,5747286;0,3778344;0,3315256;0,2196295;0,3317505;6,220093;-3,733477;6,142562
37,02779;0,3436529;0,5747286;0,3778446;0,3315256;0,2196295;0,3317496;6,220093;-3,733477;6,142543
37,22809;0,369584;0,6926008;0,4089949;0,3343518;0,2119378;0,3345596;6,220093;-3,733477;6,139273
37,45541;0,6068718;0,7955877;0,6026896;0,3602137;0,2052175;0,3702432;6,220093;-3,733477;6,066002
37,68181;0,636543;0,8027281;0,6564547;0,3634475;0,2047516;0,3658691;6,220093;-3,733477;6,174881
37,90337;0,6386303;0,8032491;0,6601884;0,363675;0,2047176;0,3662288;6,220093;-3,733477;6,188412
38,12204;0,6387864;0,803289;0,660473;0,363692;0,204715;0,3662718;6,220093;-3,733477;6,190102
38,34147;0,6387985;0,8032921;0,6605027;0,3636934;0,2047148;0,3662741;6,220093;-3,733477;6,190307
38,56373;0,6387994;0,8032923;0,6605133;0,3636935;0,2047148;0,3662736;6,220093;-3,733477;6,190327
38,77742;0,6387994;0,8032923;0,6605223;0,3636935;0,2047148;0,3662723;6,220093;-3,733477;6,190327
38,989;0,6387994;0,8032923;0,6605303;0,3636935;0,2047148;0,3662716;6,220093;-3,733477;6,190321
39,21036;0,6387994;0,8032923;0,660538;0,3636935;0,2047148;0,3662709;6,220093;-3,733477;6,190311
39,43158;0,6387994;0,8032923;0,6605456;0,3636935;0,2047148;0,3662702;6,220093;-3,733477;6,190304
39,65562;0,6387994;0,8032923;0,6605527;0,3636935;0,2047148;0,3662694;6,220093;-3,733477;6,190299
39,87169;0,6387994;0,8032923;0,6605595;0,3636935;0,2047148;0,3662685;6,220093;-3,733477;6,190295
40,08505;0,6387994;0,8032923;0,6605659;0,3636935;0,2047148;0,3662681;6,220093;-3,733477;6,190285
40,3159;0,6387994;0,8032923;0,6605719;0,3636935;0,2047148;0,3662669;6,220093;-3,733477;6,190283
40,54095;0,6387994;0,8032923;0,6605777;0,3636935;0,2047148;0,3662666;6,220093;-3,733477;6,190276
40,74849;0,6387994;0,8032923;0,6605836;0,3636935;0,2047148;0,3662662;6,220093;-3,733477;6,190265
40,96582;0,6387994;0,8032923;0,6605888;0,3636935;0,2047148;0,3662655;6,220093;-3,733477;6,190262
41,19024;0,6387994;0,8032923;0,6605939;0,3636935;0,2047148;0,3662649;6,220093;-3,733477;6,190256
41,41372;0,6387994;0,8032923;0,6605989;0,3636935;0,2047148;0,3662639;6,220093;-3,733477;6,190253
41,63853;0,6387994;0,8032923;0,6606037;0,3636935;0,2047148;0,3662633;6,220093;-3,733477;6,19025
41,85109;0,6387994;0,8032923;0,6606081;0,3636935;0,2047148;0,3662627;6,220093;-3,733477;6,190242
42,07201;0,6387994;0,8032923;0,660613;0,3636935;0,2047148;0,3662619;6,220093;-3,733477;6,190244
42,29381;0,6387994;0,8032923;0,6606173;0,3636935;0,2047148;0,3662611;6,220093;-3,733477;6,190239
42,51406;0,6387994;0,8032923;0,6606212;0,3636935;0,2047148;0,3662607;6,220093;-3,733477;6,190234
42,73165;0,6387994;0,8032923;0,6606248;0,3636935;0,2047148;0,3662599;6,220093;-3,733477;6,190232
42,94448;0,6387994;0,8032923;0,6606289;0,3636935;0,2047148;0,3662593;6,220093;-3,733477;6,190228
43,16671;0,6387994;0,8032923;0,6606323;0,3636935;0,2047148;0,3662589;6,220093;-3,733477;6,190223
43,39089;0,6387994;0,8032923;0,6606359;0,3636935;0,2047148;0,3662588;6,220093;-3,733477;6,190216
43,61377;0,6387994;0,8032923;0,6606396;0,3636935;0,2047148;0,3662578;6,220093;-3,733477;6,190216
43,82698;0,6387994;0,8032923;0,6606429;0,3636935;0,2047148;0,3662573;6,220093;-3,733477;6,190214
44,04804;0,6387994;0,8032923;0,6606461;0,3636935;0,2047148;0,3662568;6,220093;-3,733477;6,190209
44,27424;0,6387994;0,8032923;0,6606489;0,3636935;0,2047148;0,3662567;6,220093;-3,733477;6,190202
44,49778;0,6387994;0,8032923;0,6606517;0,3636935;0,2047148;0,3662559;6,220093;-3,733477;6,190202
44,71;0,6387994;0,8032923;0,6606547;0,3636935;0,2047148;0,3662553;6,220093;-3,733477;6,1902
44,92115;0,6387994;0,8032923;0,6606579;0,3636935;0,2047148;0,3662549;6,220093;-3,733477;6,190196
45,14819;0,6387994;0,8032923;0,6606604;0,3636935;0,2047148;0,3662549;6,220093;-3,733477;6,190188
45,3731;0,6387994;0,8032923;0,6606632;0,3636935;0,2047148;0,366254;6,220093;-3,733477;6,19019
45,59527;0,6387994;0,8032923;0,6606658;0,3636935;0,2047148;0,3662536;6,220093;-3,733477;6,190185
45,81947;0,6387994;0,8032923;0,6606682;0,3636935;0,2047148;0,3662533;6,220093;-3,733477;6,190181
46,03965;0,6387994;0,8032923;0,6606708;0,3636935;0,2047148;0,3662533;6,220093;-3,733477;6,190176
46,26334;0,6387994;0,8032923;0,6606728;0,3636935;0,2047148;0,3662525;6,220093;-3,733477;6,190177
46,48858;0,6387994;0,8032923;0,6606753;0,3636935;0,2047148;0,366252;6,220093;-3,733477;6,190176
46,70636;0,6387994;0,8032923;0,6606777;0,3636935;0,2047148;0,3662517;6,220093;-3,733477;6,190172
46,91848;0,6387994;0,8032923;0,6606797;0,3636935;0,2047148;0,3662514;6,220093;-3,733477;6,190168
47,14896;0,6387994;0,8032923;0,6606818;0,3636935;0,2047148;0,3662513;6,220093;-3,733477;6,190163
47,37882;0,6387994;0,8032923;0,6606839;0,3636935;0,2047148;0,3662502;6,220093;-3,733477;6,190168
47,57887;0,6387994;0,8032923;0,6606861;0,3636935;0,2047148;0,3662501;6,220093;-3,733477;6,190165
47,80663;0,6387994;0,8032923;0,6606879;0,3636935;0,2047148;0,3662494;6,220093;-3,733477;6,190165
48,0266;0,6387994;0,8032923;0,6606899;0,3636935;0,2047148;0,366249;6,220093;-3,733477;6,190163
48,245;0,6387994;0,8032923;0,6606918;0,3636935;0,2047148;0,366249;6,220093;-3,733477;6,190158
48,46624;0,6387994;0,8032923;0,6606933;0,3636935;0,2047148;0,3662488;6,220093;-3,733477;6,190153
48,6857;0,6387994;0,8032923;0,6606953;0,3636935;0,2047148;0,3662485;6,220093;-3,733477;6,190153
48,89837;0,6387994;0,8032923;0,6606973;0,3636935;0,2047148;0,3662479;6,220093;-3,733477;6,190154
49,11686;0,6387994;0,8032923;0,6606989;0,3636935;0,2047148;0,366248;6,220093;-3,733477;6,190147
49,33203;0,6387994;0,8032923;0,6607009;0,3636935;0,2047148;0,3662471;6,220093;-3,733477;6,190149
49,5529;0,6387994;0,8032923;0,660702;0,3636935;0,2047148;0,3662472;6,220093;-3,733477;6,190145
49,77115;0,6387994;0,8032923;0,6607038;0,3636935;0,2047148;0,366247;6,220093;-3,733477;6,190141
49,99771;0,6387994;0,8032923;0,660705;0,3636935;0,2047148;0,3662468;6,220093;-3,733477;6,190137
50,21035;0,6387994;0,8032923;0,6607071;0,3636935;0,2047148;0,3662458;6,220093;-3,733477;6,190141
50,42841;0,6387994;0,8032923;0,6607083;0,3636935;0,2047148;0,3662459;6,220093;-3,733477;6,190137
50,65397;0,6387994;0,8032923;0,6607099;0,3636935;0,2047148;0,3662456;6,220093;-3,733477;6,190136
50,86985;0,6387994;0,8032923;0,6607111;0,3636935;0,2047148;0,3662449;6,220093;-3,733477;6,190139
51,09733;0,6387994;0,8032923;0,6607128;0,3636935;0,2047148;0,3662448;6,220093;-3,733477;6,190135
51,31775;0,6387994;0,8032923;0,6607138;0,3636935;0,2047148;0,3662447;6,220093;-3,733477;6,190133
51,54216;0,6387994;0,8032923;0,6607151;0,3636935;0,2047148;0,3662445;6,220093;-3,733477;6,190131
51,76449;0,6387994;0,8032923;0,6607167;0,3636935;0,2047148;0,3662446;6,220093;-3,733477;6,190125
51,98766;0,6387994;0,8032923;0,6607176;0,3636935;0,2047148;0,366244;6,220093;-3,733477;6,190126
52,21247;0,6387994;0,8032923;0,6607188;0,3636935;0,2047148;0,3662439;6,220093;-3,733477;6,190122
52,43582;0,6387994;0,8032923;0,6607205;0,3636935;0,2047148;0,3662432;6,220093;-3,733477;6,190124
52,6526;0,6387994;0,8032923;0,6607215;0,3636935;0,2047148;0,3662428;6,220093;-3,733477;6,190125
52,86458;0,6387994;0,8032923;0,6607226;0,3636935;0,2047148;0,3662427;6,220093;-3,733477;6,190123
53,08267;0,6387994;0,8032923;0,660724;0,3636935;0,2047148;0,3662425;6,220093;-3,733477;6,190121
53,30625;0,6387994;0,8032923;0,6607252;0,3636935;0,2047148;0,3662422;6,220093;-3,733477;6,19012
53,53276;0,6387994;0,8032923;0,6607263;0,3636935;0,2047148;0,3662423;6,220093;-3,733477;6,190117
53,73797;0,6387994;0,8032923;0,6607273;0,3636935;0,2047148;0,3662419;6,220093;-3,733477;6,190116
53,96382;0,6387994;0,8032923;0,6607283;0,3636935;0,2047148;0,366242;6,220093;-3,733477;6,190114
54,16727;0,6387994;0,8032923;0,6607295;0,3636935;0,2047148;0,3662418;6,220093;-3,733477;6,19011
54,37104;0,6387994;0,8032923;0,6607304;0,3636935;0,2047148;0,3662413;6,220093;-3,733477;6,190111
54,5924;0,6387994;0,8032923;0,6607318;0,3636935;0,2047148;0,3662408;6,220093;-3,733477;6,190113
54,79897;0,6387994;0,8032923;0,6607323;0,3636935;0,2047148;0,3662414;6,220093;-3,733477;6,190106
55,01491;0,6387994;0,8032923;0,6607335;0,3636935;0,2047148;0,3662407;6,220093;-3,733477;6,190106
55,24551;0,6387994;0,8032923;0,6607342;0,3636935;0,2047148;0,3662405;6,220093;-3,733477;6,190106
55,45196;0,6387994;0,8032923;0,6607351;0,3636935;0,2047148;0,3662402;6,220093;-3,733477;6,190106
55,67593;0,6387994;0,8032923;0,6607366;0,3636935;0,2047148;0,3662399;6,220093;-3,733477;6,190106
55,89837;0,6387994;0,8032923;0,6607372;0,3636935;0,2047148;0,3662399;6,220093;-3,733477;6,190104
56,12027;0,6387994;0,8032923;0,6607382;0,3636935;0,2047148;0,3662397;6,220093;-3,733477;6,190102
56,33206;0,6387994;0,8032923;0,660739;0,3636935;0,2047148;0,3662399;6,220093;-3,733477;6,190096
56,55062;0,6387994;0,8032923;0,6607397;0,3636935;0,2047148;0,366239;6,220093;-3,733477;6,190101
56,76378;0,6387994;0,8032923;0,6607409;0,3636935;0,2047148;0,3662392;6,220093;-3,733477;6,190098
56,98341;0,6387994;0,8032923;0,6607413;0,3636935;0,2047148;0,3662387;6,220093;-3,733477;6,1901
57,18806;0,6387994;0,8032923;0,660742;0,3636935;0,2047148;0,3662388;6,220093;-3,733477;6,190096
57,39521;0,6387994;0,8032923;0,6607432;0,3636935;0,2047148;0,3662383;6,220093;-3,733477;6,190101
57,59731;0,6387994;0,8032923;0,6607438;0,3636935;0,2047148;0,3662385;6,220093;-3,733477;6,190094
57,82141;0,6387994;0,8032923;0,6607447;0,3636935;0,2047148;0,3662381;6,220093;-3,733477;6,190094
58,03973;0,6387994;0,8032923;0,6607457;0,3636935;0,2047148;0,3662381;6,220093;-3,733477;6,190092
58,25451;0,6387994;0,8032923;0,6607462;0,3636935;0,2047148;0,366238;6,220093;-3,733477;6,190091
58,45829;0,6387994;0,8032923;0,660747;0,3636935;0,2047148;0,3662378;6,220093;-3,733477;6,19009
58,67545;0,6387994;0,8032923;0,6607484;0,3636935;0,2047148;0,3662376;6,220093;-3,733477;6,19009
58,89286;0,6387994;0,8032923;0,6607487;0,3636935;0,2047148;0,3662373;6,220093;-3,733477;6,190088
59,11089;0,6387994;0,8032923;0,6607493;0,3636935;0,2047148;0,3662372;6,220093;-3,733477;6,190089
59,33497;0,6387994;0,8032923;0,6607501;0,3636935;0,2047148;0,3662376;6,220093;-3,733477;6,190082
59,55746;0,6387994;0,8032923;0,6607506;0,3636935;0,2047148;0,3662371;6,220093;-3,733477;6,190086
59,77713;0,6387994;0,8032923;0,6607513;0,3636935;0,2047148;0,366237;6,220093;-3,733477;6,190083
59,99911;0,6387994;0,8032923;0,6607524;0,3636935;0,2047148;0,3662363;6,220093;-3,733477;6,190087
60,21601;0,6387994;0,8032923;0,6607525;0,3636935;0,2047148;0,3662366;6,220093;-3,733477;6,190082
60,4392;0,6387994;0,8032923;0,6607534;0,3636935;0,2047148;0,3662362;6,220093;-3,733477;6,190084
60,65127;0,6387994;0,8032923;0,6607544;0,3636935;0,2047148;0,366236;6,220093;-3,733477;6,190085
60,86336;0,6387994;0,8032923;0,6607547;0,3636935;0,2047148;0,3662365;6,220093;-3,733477;6,190078
61,0728;0,6387994;0,8032923;0,660755;0,3636935;0,2047148;0,3662361;6,220093;-3,733477;6,19008
61,29766;0,6387994;0,8032923;0,6607562;0,3636935;0,2047148;0,3662358;6,220093;-3,733477;6,19008
61,52262;0,6387994;0,8032923;0,6607565;0,3636935;0,2047148;0,3662359;6,220093;-3,733477;6,190077
61,74761;0,6387994;0,8032923;0,6607574;0,3636935;0,2047148;0,3662352;6,220093;-3,733477;6,19008
61,96996;0,6387994;0,8032923;0,660758;0,3636935;0,2047148;0,3662352;6,220093;-3,733477;6,190078
62,19306;0,6387994;0,8032923;0,6607586;0,3636935;0,2047148;0,366235;6,220093;-3,733477;6,190078
62,4138;0,6387994;0,8032923;0,6607587;0,3636935;0,2047148;0,3662351;6,220093;-3,733477;6,190077
62,63328;0,6387994;0,8032923;0,6607593;0,3636935;0,2047148;0,3662351;6,220093;-3,733477;6,190074
62,84724;0,6387994;0,8032923;0,66076;0,3636935;0,2047148;0,366235;6,220093;-3,733477;6,190072
63,07271;0,6387994;0,8032923;0,6607606;0,3636935;0,2047148;0,3662349;6,220093;-3,733477;6,190071
63,29862;0,6387994;0,8032923;0,6607612;0,3636935;0,2047148;0,3662347;6,220093;-3,733477;6,19007
63,52313;0,6387994;0,8032923;0,660762;0,3636935;0,2047148;0,3662343;6,220093;-3,733477;6,190072
63,74824;0,6387994;0,8032923;0,6607622;0,3636935;0,2047148;0,3662345;6,220093;-3,733477;6,19007
63,97419;0,6387994;0,8032923;0,660763;0,3636935;0,2047148;0,366234;6,220093;-3,733477;6,190073
64,19635;0,6387994;0,8032923;0,6607632;0,3636935;0,2047148;0,3662344;6,220093;-3,733477;6,190065
64,42384;0,6387994;0,8032923;0,6607641;0,3636935;0,2047148;0,3662343;6,220093;-3,733477;6,190067
64,62741;0,6387994;0,8032923;0,6607645;0,3636935;0,2047148;0,3662337;6,220093;-3,733477;6,19007
64,83807;0,6387994;0,8032923;0,6607652;0,3636935;0,2047148;0,3662333;6,220093;-3,733477;6,190071
65,05437;0,6387994;0,8032923;0,6607652;0,3636935;0,2047148;0,366234;6,220093;-3,733477;6,190062
65,27785;0,6387994;0,8032923;0,6607657;0,3636935;0,2047148;0,3662334;6,220093;-3,733477;6,190067
65,4992;0,6387994;0,8032923;0,6607662;0,3636935;0,2047148;0,3662333;6,220093;-3,733477;6,190066
65,72395;0,6387994;0,8032923;0,6607667;0,3636935;0,2047148;0,3662331;6,220093;-3,733477;6,190068
65,94682;0,6387994;0,8032923;0,6607671;0,3636935;0,2047148;0,3662327;6,220093;-3,733477;6,19007
66,17041;0,6387994;0,8032923;0,6607677;0,3636935;0,2047148;0,366233;6,220093;-3,733477;6,190066
66,3932;0,6387994;0,8032923;0,660768;0,3636935;0,2047148;0,3662329;6,220093;-3,733477;6,190065
66,6122;0,6387994;0,8032923;0,6607687;0,3636935;0,2047148;0,3662329;6,220093;-3,733477;6,190064
66,82303;0,6387994;0,8032923;0,6607692;0,3636935;0,2047148;0,3662327;6,220093;-3,733477;6,190063
67,03868;0,6387994;0,8032923;0,6607697;0,3636935;0,2047148;0,3662325;6,220093;-3,733477;6,190063
67,26181;0,6387994;0,8032923;0,66077;0,3636935;0,2047148;0,3662328;6,220093;-3,733477;6,190061
67,48663;0,6387994;0,8032923;0,6607702;0,3636935;0,2047148;0,3662329;6,220093;-3,733477;6,190057
67,70901;0,6387994;0,8032923;0,6607708;0,3636935;0,2047148;0,3662329;6,220093;-3,733477;6,190054
67,93387;0,6387994;0,8032923;0,6607714;0,3636935;0,2047148;0,3662322;6,220093;-3,733477;6,190058
68,14371;0,6387994;0,8032923;0,6607717;0,3636935;0,2047148;0,3662324;6,220093;-3,733477;6,190057
68,3688;0,6387994;0,8032923;0,6607724;0,3636935;0,2047148;0,3662323;6,220093;-3,733477;6,190056
68,59384;0,6387994;0,8032923;0,6607722;0,3636935;0,2047148;0,3662317;6,220093;-3,733477;6,190059
68,80441;0,6387994;0,8032923;0,660773;0,3636935;0,2047148;0,3662321;6,220093;-3,733477;6,190054
69,01973;0,6387994;0,8032923;0,6607733;0,3636935;0,2047148;0,3662315;6,220093;-3,733477;6,190059
69,24396;0,6387994;0,8032923;0,6607739;0,3636935;0,2047148;0,3662318;6,220093;-3,733477;6,190055
69,46891;0,6387994;0,8032923;0,6607742;0,3636935;0,2047148;0,3662311;6,220093;-3,733477;6,190061
69,69337;0,6387994;0,8032923;0,6607746;0,3636935;0,2047148;0,3662318;6,220093;-3,733477;6,190054
69,91711;0,6387994;0,8032923;0,660775;0,3636935;0,2047148;0,3662314;6,220093;-3,733477;6,190055
70,14006;0,6387994;0,8032923;0,6607752;0,3636935;0,2047148;0,3662309;6,220093;-3,733477;6,190057
70,35949;0,6387994;0,8032923;0,6607754;0,3636935;0,2047148;0,3662305;6,220093;-3,733477;6,19006
70,57136;0,6387994;0,8032923;0,6607759;0,3636935;0,2047148;0,3662314;6,220093;-3,733477;6,19005
70,78439;0,6387994;0,8032923;0,6607766;0,3636935;0,2047148;0,3662309;6,220093;-3,733477;6,190053
70,99862;0,6387994;0,8032923;0,6607768;0,3636935;0,2047148;0,3662308;6,220093;-3,733477;6,190053
71,22417;0,6387994;0,8032923;0,6607771;0,3636935;0,2047148;0,3662306;6,220093;-3,733477;6,190053
71,4483;0,6387994;0,8032923;0,6607776;0,3636935;0,2047148;0,3662305;6,220093;-3,733477;6,190053
71,65646;0,6387994;0,8032923;0,6607778;0,3636935;0,2047148;0,3662304;6,220093;-3,733477;6,190055
71,88245;0,6387994;0,8032923;0,6607783;0,3636935;0,2047148;0,3662301;6,220093;-3,733477;6,190056
72,10452;0,6387994;0,8032923;0,6607783;0,3636935;0,2047148;0,3662303;6,220093;-3,733477;6,190053
72,3282;0,6387994;0,8032923;0,6607788;0,3636935;0,2047148;0,3662303;6,220093;-3,733477;6,190049
72,55393;0,6387994;0,8032923;0,6607791;0,3636935;0,2047148;0,3662304;6,220093;-3,733477;6,190047
72,7638;0,6387994;0,8032923;0,6607794;0,3636935;0,2047148;0,3662306;6,220093;-3,733477;6,190047
72,97523;0,6387994;0,8032923;0,6607801;0,3636935;0,2047148;0,3662305;6,220093;-3,733477;6,190045
73,19956;0,6387994;0,8032923;0,6607802;0,3636935;0,2047148;0,3662305;6,220093;-3,733477;6,190045
73,42055;0,6387994;0,8032923;0,6607807;0,3636935;0,2047148;0,3662303;6,220093;-3,733477;6,190044
73,64457;0,6387994;0,8032923;0,6607811;0,3636935;0,2047148;0,3662303;6,220093;-3,733477;6,190044
